what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613258451
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613282680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613288338
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1491613293578
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613310528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613313187
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1491613313208
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1491613330865
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613348174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613349058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613349293
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613349955
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1491613352378
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613368173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613369246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613385824
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613391402
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1491613412547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1491613420367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613423446
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613424426
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613424650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613425664
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1491613429372
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1491613429962
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1491613432174
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613435503
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613436634
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613436863
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613437760
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1491613440845
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1491613444482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613472480
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1491613476562
